"","date","CAT_irn","FieldDept","cumulative","rel_freq"
"1227","2013-02",1018082,"Anthropology",9,10
"1228","2013-05",1018082,"Anthropology",12,38
"1229","2014-06",1018082,"Anthropology",15,38
"1230","2014-07",1018082,"Anthropology",21,8
"1231","2014-08",1018082,"Anthropology",39,7
"1232","2011-03",1018107,"Anthropology",4,36
"1233","2013-01",1018107,"Anthropology",8,36
"1234","2013-02",1018107,"Anthropology",12,13
"1235","2013-05",1018107,"Anthropology",20,100
"1236","2013-12",1018107,"Anthropology",24,3
"1237","2014-06",1018107,"Anthropology",28,50
"1238","2014-07",1018107,"Anthropology",36,11
"1239","2014-08",1018107,"Anthropology",60,10
"1240","2011-03",1018108,"Anthropology",5,46
"1241","2013-01",1018108,"Anthropology",10,46
"1242","2013-02",1018108,"Anthropology",15,17
"1243","2013-05",1018108,"Anthropology",20,63
"1244","2013-12",1018108,"Anthropology",25,4
"1245","2014-07",1018108,"Anthropology",40,21
"1246","2014-08",1018108,"Anthropology",65,10
"1247","2011-03",1018175,"Anthropology",1,9
"1248","2013-11",1018175,"Anthropology",2,17
"1249","2014-01",1018175,"Anthropology",3,20
"1250","2014-03",1018175,"Anthropology",4,6
"1251","2014-07",1018175,"Anthropology",5,1
"1252","2014-08",1018175,"Anthropology",9,2
"1253","2011-03",1018201,"Anthropology",4,36
"1254","2013-01",1018201,"Anthropology",8,36
"1255","2013-02",1018201,"Anthropology",12,13
"1256","2013-05",1018201,"Anthropology",16,50
"1257","2013-12",1018201,"Anthropology",20,3
"1258","2014-06",1018201,"Anthropology",24,50
"1259","2014-07",1018201,"Anthropology",32,11
"1260","2014-08",1018201,"Anthropology",52,8
"1261","2011-03",1018238,"Anthropology",3,27
"1262","2013-02",1018238,"Anthropology",6,10
"1263","2013-05",1018238,"Anthropology",9,38
"1264","2014-07",1018238,"Anthropology",15,8
"1265","2014-08",1018238,"Anthropology",36,8
"1266","2011-03",1018253,"Anthropology",5,46
"1267","2013-01",1018253,"Anthropology",10,46
"1268","2013-02",1018253,"Anthropology",15,17
"1269","2013-05",1018253,"Anthropology",20,63
"1270","2013-10",1018253,"Anthropology",25,17
"1271","2013-12",1018253,"Anthropology",35,8
"1272","2014-02",1018253,"Anthropology",45,16
"1273","2014-07",1018253,"Anthropology",55,14
"1274","2014-08",1018253,"Anthropology",95,16
"1275","2011-03",1018291,"Anthropology",4,36
"1276","2013-01",1018291,"Anthropology",8,36
"1277","2013-02",1018291,"Anthropology",12,13
"1278","2013-05",1018291,"Anthropology",16,50
"1279","2013-12",1018291,"Anthropology",24,6
"1280","2014-05",1018291,"Anthropology",28,6
"1281","2014-07",1018291,"Anthropology",36,11
"1282","2014-08",1018291,"Anthropology",60,10
"1283","2011-03",1018292,"Anthropology",3,27
"1284","2012-01",1018292,"Anthropology",12,100
"1285","2013-01",1018292,"Anthropology",15,27
"1286","2014-02",1018292,"Anthropology",18,5
"1287","2014-07",1018292,"Anthropology",21,4
"1288","2014-08",1018292,"Anthropology",33,5
"1289","2011-03",1018311,"Anthropology",3,27
"1290","2013-02",1018311,"Anthropology",6,10
"1291","2013-05",1018311,"Anthropology",9,38
"1292","2013-12",1018311,"Anthropology",12,2
"1293","2014-07",1018311,"Anthropology",21,13
"1294","2014-08",1018311,"Anthropology",36,6
"1295","2011-03",1018362,"Anthropology",4,36
"1296","2013-02",1018362,"Anthropology",8,13
"1297","2013-05",1018362,"Anthropology",12,50
"1298","2013-06",1018362,"Anthropology",16,100
"1299","2013-12",1018362,"Anthropology",20,3
"1300","2014-06",1018362,"Anthropology",24,50
"1301","2014-07",1018362,"Anthropology",32,11
"1302","2014-08",1018362,"Anthropology",60,11
"1303","2011-03",1018399,"Anthropology",3,27
"1304","2013-01",1018399,"Anthropology",6,27
"1305","2014-06",1018399,"Anthropology",9,38
"1306","2014-07",1018399,"Anthropology",12,4
"1307","2014-08",1018399,"Anthropology",27,6
"1312","2011-03",1018489,"Anthropology",2,18
"1313","2014-02",1018489,"Anthropology",4,3
"1314","2014-04",1018489,"Anthropology",6,14
"1315","2014-07",1018489,"Anthropology",8,3
"1316","2014-08",1018489,"Anthropology",14,2
"1317","2011-03",1018491,"Anthropology",3,27
"1318","2013-01",1018491,"Anthropology",6,27
"1319","2014-02",1018491,"Anthropology",9,5
"1320","2014-05",1018491,"Anthropology",15,10
"1321","2014-07",1018491,"Anthropology",18,4
"1322","2014-08",1018491,"Anthropology",30,5
"1323","2011-03",1018503,"Anthropology",4,36
"1324","2012-09",1018503,"Anthropology",8,80
"1325","2013-01",1018503,"Anthropology",12,36
"1326","2013-05",1018503,"Anthropology",16,50
"1327","2014-02",1018503,"Anthropology",20,6
"1328","2014-05",1018503,"Anthropology",24,6
"1329","2014-07",1018503,"Anthropology",32,11
"1330","2014-08",1018503,"Anthropology",48,6
"1331","2011-03",1018542,"Anthropology",1,9
"1332","2013-11",1018542,"Anthropology",2,17
"1333","2013-12",1018542,"Anthropology",4,2
"1334","2014-02",1018542,"Anthropology",5,2
"1335","2014-06",1018542,"Anthropology",6,13
"1336","2014-07",1018542,"Anthropology",8,3
"1337","2014-08",1018542,"Anthropology",12,2
"1338","2011-03",1018673,"Anthropology",2,18
"1339","2013-01",1018673,"Anthropology",4,18
"1340","2014-02",1018673,"Anthropology",6,3
"1341","2014-06",1018673,"Anthropology",8,25
"1342","2014-08",1018673,"Anthropology",14,2
"1343","2011-03",1018713,"Anthropology",1,9
"1344","2013-01",1018713,"Anthropology",2,9
"1345","2013-12",1018713,"Anthropology",3,1
"1346","2014-03",1018713,"Anthropology",4,6
"1347","2014-08",1018713,"Anthropology",9,2
"1348","2011-03",1018722,"Anthropology",2,18
"1349","2013-01",1018722,"Anthropology",6,36
"1350","2014-03",1018722,"Anthropology",8,12
"1351","2014-04",1018722,"Anthropology",10,14
"1352","2014-08",1018722,"Anthropology",20,4
"1353","2011-03",1018736,"Anthropology",2,18
"1354","2012-12",1018736,"Anthropology",4,67
"1355","2013-01",1018736,"Anthropology",6,18
"1356","2014-02",1018736,"Anthropology",8,3
"1357","2014-03",1018736,"Anthropology",10,12
"1358","2014-06",1018736,"Anthropology",12,25
"1359","2014-08",1018736,"Anthropology",18,2
"1360","2011-03",1018738,"Anthropology",3,27
"1361","2013-01",1018738,"Anthropology",6,27
"1362","2013-11",1018738,"Anthropology",9,50
"1363","2014-02",1018738,"Anthropology",12,5
"1364","2014-03",1018738,"Anthropology",15,18
"1365","2014-04",1018738,"Anthropology",18,21
"1366","2014-08",1018738,"Anthropology",27,4
"1367","2011-03",1018853,"Anthropology",5,46
"1368","2013-01",1018853,"Anthropology",10,46
"1369","2013-05",1018853,"Anthropology",15,63
"1370","2013-10",1018853,"Anthropology",25,35
"1371","2013-12",1018853,"Anthropology",40,12
"1372","2014-07",1018853,"Anthropology",55,21
"1373","2014-08",1018853,"Anthropology",70,6
"1374","2011-03",1018904,"Anthropology",3,27
"1375","2013-01",1018904,"Anthropology",6,27
"1376","2013-10",1018904,"Anthropology",9,10
"1377","2014-03",1018904,"Anthropology",12,18
"1378","2014-04",1018904,"Anthropology",15,21
"1379","2014-05",1018904,"Anthropology",18,5
"1380","2014-08",1018904,"Anthropology",27,4
"1381","2011-03",1019037,"Anthropology",3,27
"1382","2013-01",1019037,"Anthropology",6,27
"1383","2013-05",1019037,"Anthropology",12,75
"1384","2014-02",1019037,"Anthropology",15,5
"1385","2014-03",1019037,"Anthropology",18,18
"1386","2014-07",1019037,"Anthropology",21,4
"1387","2014-08",1019037,"Anthropology",30,4
"1388","2011-03",1019146,"Anthropology",3,27
"1389","2013-02",1019146,"Anthropology",6,10
"1390","2013-05",1019146,"Anthropology",9,38
"1391","2014-02",1019146,"Anthropology",12,5
"1392","2014-07",1019146,"Anthropology",18,8
"1393","2014-08",1019146,"Anthropology",36,7
"1394","2011-03",1019153,"Anthropology",2,18
"1395","2012-01",1019153,"Anthropology",10,89
"1396","2013-01",1019153,"Anthropology",12,18
"1397","2014-02",1019153,"Anthropology",18,10
"1398","2014-07",1019153,"Anthropology",20,3
"1399","2014-08",1019153,"Anthropology",30,4
"1400","2011-03",1019215,"Anthropology",2,18
"1401","2011-08",1019215,"Anthropology",4,33
"1402","2014-01",1019215,"Anthropology",6,40
"1403","2014-02",1019215,"Anthropology",8,3
"1404","2014-05",1019215,"Anthropology",10,3
"1405","2014-08",1019215,"Anthropology",16,2
"1406","2011-03",1019280,"Anthropology",1,9
"1407","2013-02",1019280,"Anthropology",4,10
"1408","2014-02",1019280,"Anthropology",5,2
"1409","2014-05",1019280,"Anthropology",6,2
"1410","2014-07",1019280,"Anthropology",7,1
"1411","2014-08",1019280,"Anthropology",11,2
"1412","2011-03",1019423,"Anthropology",2,18
"1413","2013-02",1019423,"Anthropology",4,7
"1414","2013-05",1019423,"Anthropology",6,25
"1415","2014-02",1019423,"Anthropology",8,3
"1416","2014-07",1019423,"Anthropology",10,3
"1417","2014-08",1019423,"Anthropology",18,3
"1418","2011-03",1019587,"Anthropology",3,27
"1419","2013-02",1019587,"Anthropology",6,10
"1420","2013-05",1019587,"Anthropology",9,38
"1421","2014-02",1019587,"Anthropology",12,5
"1422","2014-03",1019587,"Anthropology",15,18
"1423","2014-04",1019587,"Anthropology",18,21
"1424","2014-07",1019587,"Anthropology",24,8
"1425","2014-08",1019587,"Anthropology",36,5
"1426","2011-03",1019644,"Anthropology",2,18
"1427","2012-01",1019644,"Anthropology",10,89
"1428","2013-01",1019644,"Anthropology",12,18
"1429","2014-02",1019644,"Anthropology",16,6
"1430","2014-08",1019644,"Anthropology",30,6
"1431","2011-03",1019762,"Anthropology",3,27
"1432","2013-02",1019762,"Anthropology",6,10
"1433","2013-05",1019762,"Anthropology",12,75
"1434","2013-12",1019762,"Anthropology",15,2
"1435","2014-07",1019762,"Anthropology",24,13
"1436","2014-08",1019762,"Anthropology",39,6
"1449","2011-03",1020555,"Anthropology",1,9
"1450","2012-12",1020555,"Anthropology",2,33
"1451","2013-12",1020555,"Anthropology",3,1
"1452","2014-03",1020555,"Anthropology",4,6
"1453","2014-04",1020555,"Anthropology",5,7
"1454","2014-08",1020555,"Anthropology",9,2
"1455","2011-03",1020872,"Anthropology",1,9
"1456","2013-02",1020872,"Anthropology",4,10
"1457","2013-11",1020872,"Anthropology",5,17
"1458","2014-02",1020872,"Anthropology",6,2
"1459","2014-05",1020872,"Anthropology",7,2
"1460","2014-06",1020872,"Anthropology",8,13
"1461","2014-08",1020872,"Anthropology",12,2
"1462","2011-03",1021021,"Anthropology",1,9
"1463","2013-02",1021021,"Anthropology",4,10
"1464","2013-11",1021021,"Anthropology",5,17
"1465","2014-04",1021021,"Anthropology",6,7
"1466","2014-05",1021021,"Anthropology",7,2
"1467","2014-08",1021021,"Anthropology",11,2
"1470","2011-03",1021176,"Anthropology",3,27
"1471","2012-12",1021176,"Anthropology",6,100
"1472","2013-02",1021176,"Anthropology",12,20
"1473","2014-07",1021176,"Anthropology",18,8
"1474","2014-08",1021176,"Anthropology",30,5
"1479","2011-03",1021540,"Anthropology",3,27
"1480","2013-01",1021540,"Anthropology",6,27
"1481","2013-11",1021540,"Anthropology",9,50
"1482","2013-12",1021540,"Anthropology",12,2
"1483","2014-02",1021540,"Anthropology",15,5
"1484","2014-07",1021540,"Anthropology",18,4
"1485","2014-08",1021540,"Anthropology",27,4
"1490","2011-03",1021607,"Anthropology",2,18
"1491","2013-08",1021607,"Anthropology",4,25
"1492","2014-07",1021607,"Anthropology",6,3
"1493","2014-08",1021607,"Anthropology",12,2
"1494","2014-09",1021607,"Anthropology",14,9
"1495","2011-03",1021608,"Anthropology",3,27
"1496","2013-08",1021608,"Anthropology",6,38
"1497","2014-07",1021608,"Anthropology",9,4
"1498","2014-08",1021608,"Anthropology",18,4
"1499","2014-09",1021608,"Anthropology",21,14
"1500","2011-03",1021609,"Anthropology",2,18
"1501","2013-08",1021609,"Anthropology",4,25
"1502","2014-03",1021609,"Anthropology",6,12
"1503","2014-07",1021609,"Anthropology",8,3
"1504","2014-08",1021609,"Anthropology",14,2
"1505","2014-09",1021609,"Anthropology",16,9
"1506","2011-03",1021666,"Anthropology",2,18
"1507","2013-01",1021666,"Anthropology",4,18
"1508","2013-11",1021666,"Anthropology",6,33
"1509","2013-12",1021666,"Anthropology",8,2
"1510","2014-02",1021666,"Anthropology",10,3
"1511","2014-07",1021666,"Anthropology",12,3
"1512","2014-08",1021666,"Anthropology",18,2
"1513","2011-03",1021667,"Anthropology",2,18
"1514","2013-01",1021667,"Anthropology",4,18
"1515","2013-11",1021667,"Anthropology",10,100
"1516","2013-12",1021667,"Anthropology",12,2
"1517","2014-02",1021667,"Anthropology",14,3
"1518","2014-07",1021667,"Anthropology",16,3
"1519","2014-08",1021667,"Anthropology",22,2
"1520","2011-03",1021668,"Anthropology",2,18
"1521","2013-01",1021668,"Anthropology",4,18
"1522","2013-11",1021668,"Anthropology",6,33
"1523","2013-12",1021668,"Anthropology",8,2
"1524","2014-07",1021668,"Anthropology",10,3
"1525","2014-08",1021668,"Anthropology",18,3
"1526","2009-04",1021669,"Anthropology",4,67
"1527","2010-01",1021669,"Anthropology",6,50
"1528","2011-03",1021669,"Anthropology",8,18
"1529","2013-01",1021669,"Anthropology",10,18
"1530","2014-08",1021669,"Anthropology",16,2
"1581","2011-03",1021694,"Anthropology",2,18
"1582","2013-01",1021694,"Anthropology",4,18
"1583","2013-12",1021694,"Anthropology",6,2
"1584","2014-02",1021694,"Anthropology",8,3
"1585","2014-08",1021694,"Anthropology",14,2
"1586","2011-03",1021870,"Anthropology",2,18
"1587","2013-08",1021870,"Anthropology",4,25
"1588","2013-11",1021870,"Anthropology",6,33
"1589","2013-12",1021870,"Anthropology",8,2
"1590","2014-07",1021870,"Anthropology",10,3
"1591","2014-08",1021870,"Anthropology",16,2
"1592","2014-09",1021870,"Anthropology",18,9
"1593","2011-03",1021933,"Anthropology",2,18
"1594","2013-08",1021933,"Anthropology",4,25
"1595","2013-11",1021933,"Anthropology",6,33
"1596","2013-12",1021933,"Anthropology",8,2
"1597","2014-07",1021933,"Anthropology",10,3
"1598","2014-08",1021933,"Anthropology",16,2
"1599","2014-09",1021933,"Anthropology",18,9
"1600","2011-03",1021934,"Anthropology",3,27
"1601","2013-08",1021934,"Anthropology",6,38
"1602","2013-11",1021934,"Anthropology",9,50
"1603","2013-12",1021934,"Anthropology",12,2
"1604","2014-07",1021934,"Anthropology",15,4
"1605","2014-08",1021934,"Anthropology",24,4
"1606","2014-09",1021934,"Anthropology",27,14
"1607","2011-03",1021941,"Anthropology",3,27
"1608","2013-08",1021941,"Anthropology",6,38
"1609","2013-11",1021941,"Anthropology",9,50
"1610","2013-12",1021941,"Anthropology",12,2
"1611","2014-07",1021941,"Anthropology",15,4
"1612","2014-08",1021941,"Anthropology",24,4
"1613","2014-09",1021941,"Anthropology",27,14
"1614","2011-03",1021944,"Anthropology",4,36
"1615","2013-08",1021944,"Anthropology",8,50
"1616","2013-11",1021944,"Anthropology",12,67
"1617","2013-12",1021944,"Anthropology",16,3
"1618","2014-07",1021944,"Anthropology",20,6
"1619","2014-08",1021944,"Anthropology",32,5
"1620","2011-03",1021945,"Anthropology",4,36
"1621","2013-08",1021945,"Anthropology",8,50
"1622","2013-11",1021945,"Anthropology",12,67
"1623","2013-12",1021945,"Anthropology",16,3
"1624","2014-07",1021945,"Anthropology",20,6
"1625","2014-08",1021945,"Anthropology",32,5
"1626","2014-09",1021945,"Anthropology",36,18
"1627","2011-03",1021946,"Anthropology",4,36
"1628","2013-08",1021946,"Anthropology",8,50
"1629","2013-11",1021946,"Anthropology",12,67
"1630","2013-12",1021946,"Anthropology",20,6
"1631","2014-07",1021946,"Anthropology",24,6
"1632","2014-08",1021946,"Anthropology",36,5
"1633","2014-09",1021946,"Anthropology",40,18
"1634","2011-03",1021956,"Anthropology",1,9
"1635","2013-03",1021956,"Anthropology",2,20
"1636","2013-11",1021956,"Anthropology",3,17
"1637","2014-02",1021956,"Anthropology",5,3
"1638","2014-08",1021956,"Anthropology",9,2
"1639","2014-09",1021956,"Anthropology",10,5
"1640","2011-03",1021957,"Anthropology",1,9
"1641","2013-03",1021957,"Anthropology",2,20
"1642","2013-11",1021957,"Anthropology",3,17
"1643","2014-02",1021957,"Anthropology",5,3
"1644","2014-08",1021957,"Anthropology",9,2
"1645","2014-09",1021957,"Anthropology",12,14
"1646","2011-03",1021958,"Anthropology",1,9
"1647","2013-03",1021958,"Anthropology",2,20
"1648","2013-11",1021958,"Anthropology",3,17
"1649","2014-02",1021958,"Anthropology",5,3
"1650","2014-08",1021958,"Anthropology",9,2
"1651","2014-09",1021958,"Anthropology",12,14
"1652","2011-03",1021959,"Anthropology",1,9
"1653","2013-03",1021959,"Anthropology",2,20
"1654","2014-01",1021959,"Anthropology",3,20
"1655","2014-08",1021959,"Anthropology",7,2
"1656","2014-09",1021959,"Anthropology",10,14
"1657","2011-03",1021960,"Anthropology",3,27
"1658","2013-03",1021960,"Anthropology",6,60
"1659","2014-02",1021960,"Anthropology",9,5
"1660","2014-07",1021960,"Anthropology",12,4
"1661","2014-08",1021960,"Anthropology",21,4
"1662","2014-09",1021960,"Anthropology",30,41
"1666","2011-03",1021995,"Anthropology",3,27
"1667","2013-08",1021995,"Anthropology",6,38
"1668","2014-03",1021995,"Anthropology",9,18
"1669","2014-07",1021995,"Anthropology",12,4
"1670","2014-08",1021995,"Anthropology",21,4
"1671","2014-09",1021995,"Anthropology",24,14
"1672","2011-03",1021996,"Anthropology",3,27
"1673","2013-08",1021996,"Anthropology",6,38
"1674","2014-03",1021996,"Anthropology",9,18
"1675","2014-07",1021996,"Anthropology",12,4
"1676","2014-08",1021996,"Anthropology",21,4
"1677","2014-09",1021996,"Anthropology",24,14
"1678","2011-03",1021997,"Anthropology",3,27
"1679","2013-08",1021997,"Anthropology",6,38
"1680","2014-03",1021997,"Anthropology",9,18
"1681","2014-07",1021997,"Anthropology",12,4
"1682","2014-08",1021997,"Anthropology",21,4
"1683","2014-09",1021997,"Anthropology",24,14
"1684","2011-03",1021998,"Anthropology",5,46
"1685","2013-08",1021998,"Anthropology",10,63
"1686","2014-07",1021998,"Anthropology",15,7
"1687","2014-08",1021998,"Anthropology",30,6
"1688","2014-09",1021998,"Anthropology",35,23
"1689","2011-03",1021999,"Anthropology",4,36
"1690","2013-08",1021999,"Anthropology",8,50
"1691","2014-03",1021999,"Anthropology",12,24
"1692","2014-07",1021999,"Anthropology",16,6
"1693","2014-08",1021999,"Anthropology",28,5
"1694","2014-09",1021999,"Anthropology",32,18
"1695","2011-03",1022004,"Anthropology",4,36
"1696","2013-08",1022004,"Anthropology",8,50
"1697","2013-11",1022004,"Anthropology",12,67
"1698","2013-12",1022004,"Anthropology",16,3
"1699","2014-07",1022004,"Anthropology",20,6
"1700","2014-08",1022004,"Anthropology",32,5
"1701","2014-09",1022004,"Anthropology",36,18
"1702","2011-03",1022006,"Anthropology",3,27
"1703","2013-02",1022006,"Anthropology",6,10
"1704","2013-05",1022006,"Anthropology",9,38
"1705","2014-05",1022006,"Anthropology",12,5
"1706","2014-07",1022006,"Anthropology",21,13
"1707","2014-08",1022006,"Anthropology",36,6
"1708","2011-03",1022022,"Anthropology",2,18
"1709","2013-08",1022022,"Anthropology",4,25
"1710","2013-11",1022022,"Anthropology",6,33
"1711","2014-02",1022022,"Anthropology",8,3
"1712","2014-03",1022022,"Anthropology",10,12
"1713","2014-07",1022022,"Anthropology",12,3
"1714","2014-08",1022022,"Anthropology",18,2
"1715","2014-09",1022022,"Anthropology",20,9
"1716","2011-03",1022172,"Anthropology",1,9
"1717","2012-03",1022172,"Anthropology",2,33
"1718","2013-05",1022172,"Anthropology",3,13
"1719","2013-10",1022172,"Anthropology",4,3
"1720","2014-03",1022172,"Anthropology",5,6
"1721","2014-04",1022172,"Anthropology",6,7
"1722","2014-08",1022172,"Anthropology",11,2
"1723","2011-03",1022173,"Anthropology",1,9
"1724","2013-05",1022173,"Anthropology",2,13
"1725","2013-10",1022173,"Anthropology",3,3
"1726","2014-03",1022173,"Anthropology",4,6
"1727","2014-04",1022173,"Anthropology",5,7
"1728","2014-08",1022173,"Anthropology",10,2
"1729","2011-03",1022174,"Anthropology",1,9
"1730","2013-05",1022174,"Anthropology",2,13
"1731","2013-10",1022174,"Anthropology",3,3
"1732","2013-12",1022174,"Anthropology",6,2
"1733","2014-05",1022174,"Anthropology",7,2
"1734","2014-07",1022174,"Anthropology",8,1
"1735","2014-08",1022174,"Anthropology",12,2
"1743","2011-03",1022662,"Anthropology",2,18
"1744","2012-11",1022662,"Anthropology",4,13
"1745","2013-02",1022662,"Anthropology",8,13
"1746","2013-11",1022662,"Anthropology",10,33
"1747","2014-02",1022662,"Anthropology",12,3
"1748","2014-06",1022662,"Anthropology",14,25
"1749","2014-08",1022662,"Anthropology",24,4
"1756","2011-03",1022953,"Anthropology",2,18
"1757","2012-11",1022953,"Anthropology",4,13
"1758","2013-02",1022953,"Anthropology",8,13
"1759","2014-04",1022953,"Anthropology",10,14
"1760","2014-07",1022953,"Anthropology",12,3
"1761","2014-08",1022953,"Anthropology",20,3
"1770","2011-03",1025600,"Anthropology",2,18
"1771","2013-01",1025600,"Anthropology",4,18
"1772","2013-02",1025600,"Anthropology",6,7
"1773","2013-12",1025600,"Anthropology",8,2
"1774","2014-06",1025600,"Anthropology",10,25
"1775","2014-08",1025600,"Anthropology",18,3
"1780","2011-03",1025686,"Anthropology",2,18
"1781","2013-02",1025686,"Anthropology",4,7
"1782","2013-05",1025686,"Anthropology",6,25
"1783","2013-10",1025686,"Anthropology",8,7
"1784","2014-08",1025686,"Anthropology",22,6
"1785","2011-03",1025689,"Anthropology",2,18
"1786","2013-02",1025689,"Anthropology",4,7
"1787","2013-05",1025689,"Anthropology",6,25
"1788","2013-11",1025689,"Anthropology",8,33
"1789","2014-08",1025689,"Anthropology",20,5
"1790","2011-03",1025690,"Anthropology",2,18
"1791","2013-02",1025690,"Anthropology",4,7
"1792","2013-05",1025690,"Anthropology",6,25
"1793","2014-02",1025690,"Anthropology",8,3
"1794","2014-07",1025690,"Anthropology",10,3
"1795","2014-08",1025690,"Anthropology",18,3
"1831","2011-03",1026810,"Anthropology",1,9
"1832","2013-05",1026810,"Anthropology",2,13
"1833","2013-10",1026810,"Anthropology",3,3
"1834","2013-12",1026810,"Anthropology",6,2
"1835","2014-01",1026810,"Anthropology",7,20
"1836","2014-08",1026810,"Anthropology",12,2
"1837","2011-03",1026813,"Anthropology",1,9
"1838","2013-05",1026813,"Anthropology",2,13
"1839","2013-10",1026813,"Anthropology",3,3
"1840","2013-12",1026813,"Anthropology",6,2
"1841","2014-01",1026813,"Anthropology",7,20
"1842","2014-08",1026813,"Anthropology",12,2
"1843","2009-04",1027029,"Anthropology",2,33
"1844","2010-01",1027029,"Anthropology",3,25
"1845","2011-03",1027029,"Anthropology",4,9
"1846","2013-04",1027029,"Anthropology",5,3
"1847","2013-11",1027029,"Anthropology",6,17
"1848","2014-02",1027029,"Anthropology",7,2
"1849","2014-08",1027029,"Anthropology",11,2
"1850","2014-09",1027029,"Anthropology",12,5
"1851","2009-04",1027030,"Anthropology",6,100
"1852","2010-01",1027030,"Anthropology",9,75
"1853","2011-03",1027030,"Anthropology",12,27
"1854","2013-04",1027030,"Anthropology",15,10
"1855","2014-02",1027030,"Anthropology",18,5
"1856","2014-07",1027030,"Anthropology",21,4
"1857","2014-08",1027030,"Anthropology",30,4
"1858","2014-09",1027030,"Anthropology",39,41
"1859","2011-03",1027189,"Anthropology",5,46
"1860","2012-11",1027189,"Anthropology",10,33
"1861","2013-03",1027189,"Anthropology",15,100
"1862","2013-12",1027189,"Anthropology",20,4
"1863","2014-08",1027189,"Anthropology",40,8
"1868","2011-03",1027213,"Anthropology",3,27
"1869","2012-11",1027213,"Anthropology",6,20
"1870","2013-03",1027213,"Anthropology",9,60
"1871","2013-11",1027213,"Anthropology",12,50
"1872","2014-02",1027213,"Anthropology",15,5
"1873","2014-08",1027213,"Anthropology",30,6
"1874","2011-03",1027214,"Anthropology",3,27
"1875","2012-11",1027214,"Anthropology",6,20
"1876","2013-03",1027214,"Anthropology",9,60
"1877","2014-02",1027214,"Anthropology",12,5
"1878","2014-08",1027214,"Anthropology",21,4
"1879","2011-03",1027829,"Anthropology",3,27
"1880","2013-07",1027829,"Anthropology",6,75
"1881","2014-01",1027829,"Anthropology",9,60
"1882","2014-02",1027829,"Anthropology",12,5
"1883","2014-03",1027829,"Anthropology",15,18
"1884","2014-05",1027829,"Anthropology",21,10
"1885","2014-08",1027829,"Anthropology",30,4
"1886","2011-03",1027984,"Anthropology",1,9
"1887","2013-01",1027984,"Anthropology",2,9
"1888","2013-10",1027984,"Anthropology",3,3
"1889","2014-02",1027984,"Anthropology",4,2
"1890","2014-06",1027984,"Anthropology",5,13
"1891","2014-07",1027984,"Anthropology",6,1
"1892","2014-08",1027984,"Anthropology",10,2
"1896","2011-03",1028275,"Anthropology",1,9
"1897","2011-08",1028275,"Anthropology",2,17
"1898","2013-01",1028275,"Anthropology",3,9
"1899","2014-01",1028275,"Anthropology",4,20
"1900","2014-02",1028275,"Anthropology",5,2
"1901","2014-06",1028275,"Anthropology",6,13
"1902","2014-07",1028275,"Anthropology",7,1
"1903","2014-08",1028275,"Anthropology",12,2
"1904","2011-03",1028355,"Anthropology",1,9
"1905","2013-05",1028355,"Anthropology",2,13
"1906","2014-02",1028355,"Anthropology",3,2
"1907","2014-05",1028355,"Anthropology",4,2
"1908","2014-06",1028355,"Anthropology",5,13
"1909","2014-08",1028355,"Anthropology",9,2
"1914","2011-03",1028423,"Anthropology",2,18
"1915","2013-01",1028423,"Anthropology",4,18
"1916","2014-02",1028423,"Anthropology",6,3
"1917","2014-07",1028423,"Anthropology",10,6
"1918","2014-08",1028423,"Anthropology",20,4
"1919","2011-03",1028452,"Anthropology",1,9
"1920","2013-01",1028452,"Anthropology",2,9
"1921","2014-02",1028452,"Anthropology",4,3
"1922","2014-06",1028452,"Anthropology",5,13
"1923","2014-07",1028452,"Anthropology",6,1
"1924","2014-08",1028452,"Anthropology",12,2
"1925","2011-03",1028481,"Anthropology",2,18
"1926","2013-02",1028481,"Anthropology",4,7
"1927","2013-06",1028481,"Anthropology",6,50
"1928","2013-12",1028481,"Anthropology",8,2
"1929","2014-02",1028481,"Anthropology",10,3
"1930","2014-07",1028481,"Anthropology",14,6
"1931","2014-08",1028481,"Anthropology",22,3
"1932","2011-03",1028517,"Anthropology",1,9
"1933","2013-01",1028517,"Anthropology",2,9
"1934","2013-10",1028517,"Anthropology",4,7
"1935","2013-12",1028517,"Anthropology",7,2
"1936","2014-07",1028517,"Anthropology",8,1
"1937","2014-08",1028517,"Anthropology",12,2
"1938","2011-03",1028604,"Anthropology",2,18
"1939","2012-01",1028604,"Anthropology",4,22
"1940","2013-01",1028604,"Anthropology",6,18
"1941","2013-02",1028604,"Anthropology",8,7
"1942","2013-12",1028604,"Anthropology",12,3
"1943","2014-02",1028604,"Anthropology",14,3
"1944","2014-03",1028604,"Anthropology",16,12
"1945","2014-08",1028604,"Anthropology",24,3
"1946","2011-03",1028627,"Anthropology",3,27
"1947","2013-01",1028627,"Anthropology",6,27
"1948","2013-02",1028627,"Anthropology",9,10
"1949","2013-05",1028627,"Anthropology",12,38
"1950","2013-12",1028627,"Anthropology",15,2
"1951","2014-06",1028627,"Anthropology",18,38
"1952","2014-07",1028627,"Anthropology",21,4
"1953","2014-08",1028627,"Anthropology",36,6
"1962","2011-03",1028706,"Anthropology",2,18
"1963","2012-01",1028706,"Anthropology",4,22
"1964","2013-01",1028706,"Anthropology",6,18
"1965","2014-01",1028706,"Anthropology",10,80
"1966","2014-05",1028706,"Anthropology",14,6
